,Upvotes
250117,3.0
298355,36.0
98111,14.0
291343,46.0
31041,186.0
52055,21.0
101703,8.0
244178,36.0
192645,37.0
276447,9.0
218975,14.0
283534,58.0
30436,66.0
149460,8.0
210530,128.0
113721,7.0
222280,134.0
299267,598.0
289892,28.0
109000,36.0
4590,1364.0
261775,80.0
104065,51.0
319090,1.0
281340,24.0
99653,5.0
282448,4.0
151705,44.0
130405,151.0
272942,12.0
303682,11.0
15743,14.0
220142,441.0
61653,87.0
203730,33.0
278049,2.0
155714,474.0
244417,648.0
236423,16.0
2814,2.0
137693,28.0
72627,0.0
69020,16.0
27038,524.0
125463,32.0
135538,170.0
195375,13.0
119222,72.0
161842,413.0
81652,3.0
39424,9.0
253770,8.0
112876,132.0
289373,11.0
322499,2.0
173705,58.0
190799,16.0
281226,71.0
157654,18.0
177630,79.0
122216,735.0
107814,45.0
50767,361.0
270474,42.0
30810,1009.0
228893,1.0
318982,4137.0
244780,7.0
1785,233.0
186870,3.0
245528,16.0
228727,106.0
309320,16.0
327094,1096.0
324141,773.0
100349,1.0
145403,72.0
59726,14.0
10748,144.0
316150,562.0
300192,54.0
307381,57.0
21618,164.0
245802,40.0
309400,17.0
166242,86.0
181023,117.0
41026,21.0
285408,356.0
217763,363.0
300815,329.0
3882,46.0
123154,2018.0
264603,4.0
117431,50.0
233742,9.0
128084,43.0
36054,6.0
178449,68.0
208082,35.0
301711,39.0
148794,23.0
27339,78.0
254140,495.0
254899,9.0
76700,14.0
44767,49.0
74264,3.0
34318,71.0
234563,202.0
137895,72.0
208208,1240.0
262635,6473.0
325672,302.0
182045,55.0
314819,69.0
222672,7.0
41107,12.0
72864,5.0
1479,167.0
87516,207.0
255126,1.0
198180,79.0
257859,27.0
57240,17.0
327298,24.0
110970,82984.0
214028,303.0
261386,46.0
261627,5.0
295415,32.0
233500,41.0
124895,43.0
296602,50.0
33236,5.0
297200,1.0
152227,113.0
142566,81.0
22449,107.0
157424,7.0
215533,28.0
27856,185.0
53132,3785.0
244246,42.0
302219,3.0
84790,72.0
41244,37.0
85483,11.0
47760,35.0
125118,90.0
166115,7479.0
53334,1693.0
158513,10.0
69519,39.0
52803,203.0
252153,10.0
195441,19.0
231215,4.0
113421,253.0
111618,225.0
254856,18.0
205969,97.0
105938,27.0
293876,3.0
116705,0.0
225240,38.0
37823,1.0
78343,108.0
96568,12.0
77167,60.0
102315,205.0
139159,202.0
104863,188.0
185113,174.0
189438,24.0
218772,43.0
231742,47.0
290133,6.0
225048,3.0
129386,976.0
39356,784.0
208748,1.0
320200,19585.0
266872,0.0
206725,30.0
71058,1.0
289186,4.0
210432,14.0
275362,3.0
232690,32.0
245286,4.0
8942,3.0
119633,9.0
67720,57.0
78031,9.0
9139,173.0
11528,8232.0
56481,28.0
230519,1318.0
154461,11.0
227946,32.0
155455,3.0
235999,63.0
88784,28.0
321006,13.0
56921,42.0
283768,15.0
22723,516.0
84839,7.0
10648,34.0
138379,381.0
174202,31.0
284330,92.0
278934,5.0
84264,47.0
127923,10.0
264916,26.0
224243,7.0
268305,5.0
28318,123.0
107832,28.0
97909,45.0
260578,5.0
32732,41.0
230082,29.0
226638,6.0
82065,266.0
167079,1.0
196534,4.0
9629,2.0
117354,15.0
305326,97.0
55686,22.0
298463,37.0
70534,26.0
300010,21.0
8379,661.0
107479,31.0
17102,5.0
232529,5.0
181991,7.0
144693,7458.0
73191,123.0
60712,1.0
188877,94.0
9043,4.0
329684,4.0
195178,0.0
169192,62.0
144769,263.0
73669,18.0
87247,11.0
286384,45.0
116397,16.0
188259,19.0
196995,96.0
222513,39.0
267263,88.0
228336,128.0
285928,34.0
105576,40.0
193677,51.0
190641,14.0
323155,54.0
147615,4.0
184842,72.0
171084,88.0
55190,87.0
239204,25.0
92764,14.0
180930,33.0
325478,47.0
186397,37.0
31215,18.0
54733,15.0
89078,566.0
211383,49.0
170747,1273.0
218531,11.0
204659,15.0
200817,30.0
328954,517.0
173690,471.0
109484,423.0
42897,2.0
312434,9.0
237807,87.0
231475,14.0
171326,78.0
111688,27.0
87277,127.0
160133,11.0
11862,71.0
57558,21.0
71990,342.0
26706,21.0
23785,20.0
129574,6.0
22000,8.0
295817,165.0
292743,56.0
5225,684.0
26639,88.0
293138,18.0
252415,6.0
211179,11.0
84143,19.0
95898,3.0
133844,27.0
168330,28.0
224230,23.0
306750,6.0
55566,3.0
219601,21.0
21769,15.0
231507,47.0
203287,5.0
213114,139.0
14747,79.0
178900,27.0
207313,7.0
288920,13.0
167974,10.0
219369,29.0
111846,120.0
3467,127.0
282922,51.0
83803,30.0
273127,150.0
255786,14.0
315506,578.0
90611,6.0
258406,137.0
767,4.0
99898,3.0
83077,46.0
143317,14.0
85047,45.0
28822,61.0
204025,9.0
235780,28.0
33466,17.0
92826,97.0
200108,8.0
71984,2.0
136682,62.0
140940,1262.0
112044,3.0
100697,234.0
170973,3180.0
72706,129.0
300622,187.0
42681,9.0
45166,674.0
141059,100.0
237362,74.0
84834,19.0
7839,1.0
166511,9.0
279897,0.0
88057,8861.0
309845,204.0
210555,13.0
81288,8.0
207268,0.0
47703,78.0
240634,26.0
206096,60.0
217195,420.0
199938,2828.0
203522,6.0
162274,34.0
290129,6.0
320617,140.0
249299,7.0
61113,23.0
4712,108.0
208178,754.0
28611,21.0
14015,21.0
175463,4.0
194926,21.0
314737,10.0
48983,8.0
145539,9.0
279026,0.0
65594,26.0
180065,65.0
44717,26.0
218982,3.0
246724,9.0
144951,93.0
250925,64.0
325464,79.0
127174,206.0
121553,187.0
53109,1.0
276882,13.0
233180,2.0
83744,64.0
154521,4.0
147680,5.0
87648,32.0
146278,922.0
205923,9.0
265764,53.0
83609,6.0
238098,20.0
63856,36.0
273883,6.0
308029,2.0
56858,80.0
2007,186.0
281128,5.0
207622,154.0
311035,54.0
35587,1.0
292590,35.0
248707,44.0
305572,2.0
249201,23.0
12702,4.0
95236,5.0
251957,12.0
104911,127.0
219779,1.0
179731,15.0
41275,1.0
10550,3.0
259862,9.0
232889,5.0
81165,40.0
112272,2.0
325207,6.0
301898,11.0
261624,128.0
155560,290.0
298794,63.0
264271,96.0
132269,12.0
271572,64.0
196268,9.0
143106,10.0
241704,3.0
84210,10.0
86033,53.0
227736,26.0
53589,272.0
173925,158.0
97963,8880.0
240210,2.0
319838,3.0
123584,11418.0
12836,2.0
238752,19.0
165843,24.0
182089,6.0
287486,3.0
2492,50.0
129674,857.0
108504,14.0
314984,3.0
325405,12.0
205457,154.0
171831,10.0
264883,4.0
329617,53.0
141996,0.0
305025,193.0
279446,2.0
324452,191.0
113262,15.0
152857,101.0
322154,91.0
264934,14.0
168501,90.0
221536,4.0
74030,17.0
27896,54.0
48282,175.0
32589,3.0
200157,18.0
50388,144.0
134960,0.0
13989,172.0
92497,500.0
234587,2.0
223396,120.0
204113,181.0
178256,5026.0
94375,5889.0
160436,1492.0
205055,143.0
194157,595.0
202461,6.0
52217,117.0
102098,394.0
320737,0.0
269203,11.0
245747,10.0
73879,16.0
50686,132.0
319773,47.0
239504,418.0
102891,84.0
94707,1281.0
311012,201.0
222912,0.0
316283,248.0
302310,4.0
117736,89.0
259190,10.0
25245,6.0
44112,55.0
148036,6.0
25022,0.0
127052,201.0
247933,12.0
268393,23.0
115142,256.0
31652,25.0
39774,10.0
278939,45.0
313506,8.0
189959,10.0
274708,3.0
220586,14.0
248935,3.0
195720,6.0
56246,80.0
265751,20.0
324893,5.0
16522,17.0
133869,22.0
94650,253.0
30148,8.0
212570,36.0
99569,25.0
285136,12.0
18094,208.0
263624,29.0
314783,26.0
275254,31.0
4108,28996.0
326362,11.0
176928,8.0
73122,85.0
241978,32.0
202040,1.0
260385,971.0
26667,595.0
159883,16.0
197056,179.0
292747,3087.0
326149,39.0
262233,9.0
85779,17.0
249584,6.0
319246,6.0
176560,1213.0
284273,8.0
246047,31.0
285796,37.0
154327,3317.0
196226,0.0
85822,46.0
23904,1.0
86089,11.0
98725,71.0
170365,12.0
127045,1.0
284432,11.0
128140,18.0
167993,91.0
229121,3475.0
437,94.0
199485,38.0
223591,53.0
259161,41.0
229527,127.0
302833,88.0
108081,51.0
216960,47.0
286615,3.0
199672,21.0
313178,127.0
55111,6.0
172370,3.0
169582,44.0
261400,22.0
269947,1.0
18389,1199.0
307679,45.0
152553,4.0
45370,11.0
307125,9.0
315574,230.0
194950,11.0
249592,56.0
246759,17.0
164185,7.0
261327,4.0
108216,13.0
36301,12.0
271571,858.0
70505,25.0
63866,102.0
267380,5.0
213592,5.0
82111,40.0
122672,1964.0
198749,15.0
1298,431.0
172402,46.0
294894,267.0
104906,1.0
111229,4.0
118212,34.0
270363,22.0
289887,9.0
105610,122.0
249478,134.0
262868,5.0
193519,1130.0
276748,4.0
131863,0.0
211559,3.0
101740,1.0
286383,27.0
181218,30.0
165529,18.0
229957,39.0
121829,1.0
224892,8.0
184707,21.0
189551,1.0
92599,8.0
158788,4.0
176508,79.0
25804,8.0
137040,49.0
123643,2.0
255262,7.0
126497,44.0
174454,109.0
266922,1.0
44243,20.0
276315,3.0
9753,647.0
42594,25.0
199884,38.0
140686,296.0
257139,12.0
39627,168.0
43508,36.0
147264,97.0
260472,4.0
311467,5.0
66168,4168.0
175271,1310.0
218684,15.0
19168,251.0
154750,290.0
300724,58.0
268371,1150.0
229083,19.0
233418,96.0
9835,3.0
267547,53.0
154947,269.0
283510,162.0
278080,3.0
94412,160.0
178127,5.0
142119,34.0
226085,4.0
182709,17.0
116957,1.0
59100,12.0
258086,5976.0
326318,118.0
298791,6799.0
286395,418.0
15515,24.0
237535,25.0
320922,77.0
105844,322.0
103272,83.0
98576,5655.0
254135,383.0
142005,824.0
137442,22.0
11748,326.0
57447,43.0
308912,26.0
69444,22.0
134524,23.0
29565,11.0
198692,35.0
50320,6.0
59072,12.0
145567,59.0
263832,1.0
315702,77.0
91099,3.0
236888,15.0
235575,0.0
51113,8.0
303018,19.0
158914,49.0
16558,1.0
239690,158.0
31721,20.0
53799,134.0
209381,12.0
100019,6.0
217697,11.0
50864,12.0
267219,194.0
204498,465.0
132438,11.0
29342,0.0
117565,18.0
32166,2.0
163859,2.0
16046,1369.0
53175,178.0
174287,0.0
135771,6.0
258,37.0
16769,4.0
72197,10.0
3965,17.0
92619,689.0
306454,29.0
152224,15.0
304766,7.0
187572,19.0
71657,1503.0
92252,34.0
183105,3.0
237266,2.0
315211,1.0
47076,6.0
222428,6.0
8991,1.0
196093,4.0
112343,83.0
100065,4.0
250553,43.0
41914,16.0
105845,10.0
225751,1.0
168749,2.0
23941,63.0
154623,3.0
254937,15.0
151113,15.0
263139,20.0
9376,89.0
294885,733.0
60360,66.0
51275,28.0
211000,32.0
259573,34.0
68301,4.0
235954,0.0
104094,13.0
153529,1.0
123782,206.0
325755,106.0
248338,1375.0
29930,2.0
317387,14.0
146831,3.0
145421,9.0
215030,297.0
285148,80.0
154682,481.0
296194,126.0
144054,28.0
239651,436.0
122219,95.0
234076,98.0
135147,623.0
302292,157.0
21439,26.0
78233,231.0
219868,56.0
113043,41.0
316066,1.0
53908,13.0
19561,9.0
143742,5.0
216134,112.0
80289,129.0
7219,113.0
231610,422.0
239323,1.0
205274,66.0
40916,8.0
181947,6.0
128098,45.0
281214,73.0
172215,162.0
172115,2398.0
158004,375.0
238271,22.0
62889,47.0
326855,80.0
27931,22.0
273948,208.0
187950,4.0
198655,30.0
192674,367.0
102775,818.0
81182,3.0
89628,101.0
250940,3.0
140931,152.0
227746,12.0
100184,63.0
326444,0.0
37258,1011.0
307447,9.0
268290,17.0
17908,1104.0
225793,3.0
43203,11.0
58244,7.0
172336,26.0
234468,1.0
45076,49.0
42895,9.0
204920,90.0
73876,7.0
177810,209.0
322685,96.0
74289,20.0
61700,2851.0
27028,60.0
1234,15.0
28873,10.0
128346,0.0
172798,75.0
47827,2.0
116365,18.0
91856,9.0
183104,15.0
2637,1413.0
322141,61.0
3910,5.0
303327,1.0
43618,177.0
50265,18.0
154298,83.0
170754,254.0
118692,144.0
242116,118.0
38576,445.0
263850,114.0
274972,22.0
36254,7.0
161938,8.0
7549,4.0
283557,249.0
14682,11.0
197753,23.0
11338,1184.0
134825,8.0
157503,80.0
169205,25.0
239467,37.0
30893,5.0
282479,6375.0
262551,76.0
247327,11.0
44880,61.0
238174,114.0
293198,1.0
306332,21.0
17397,636.0
17992,191.0
106535,170.0
58038,7.0
141648,17.0
213378,69.0
197614,268.0
182873,219.0
255348,211.0
275464,252.0
327203,107.0
258808,5.0
13650,845.0
166031,4.0
164165,38.0
241875,56.0
292827,12.0
299569,34.0
154360,6.0
149523,15.0
297382,4.0
194121,808.0
145554,146.0
34849,790.0
309004,155.0
277250,238.0
309477,507.0
304065,120.0
234700,212.0
322207,5.0
295928,129.0
208448,9.0
158904,25.0
300335,159.0
93029,9.0
119625,1795.0
212430,112.0
209357,368.0
93577,81.0
133034,34.0
89494,195.0
312616,127.0
166166,463.0
281794,100.0
223129,1756.0
50446,10.0
32899,244.0
46247,8.0
204552,2.0
194158,259.0
135745,11.0
324623,1.0
7481,148.0
270265,88.0
108343,103.0
199246,61.0
224760,27.0
10666,496.0
245693,188.0
150986,1.0
324329,7.0
216754,8.0
143073,194.0
173848,10.0
49308,230.0
136181,554.0
187937,143.0
168820,10.0
93939,1.0
91184,4.0
36309,11.0
234039,5031.0
103434,16.0
128139,19.0
2231,1.0
119894,49.0
225963,15.0
175073,4.0
97719,40.0
20226,131.0
165271,9.0
251777,45.0
61999,2210.0
161370,2040.0
116220,6.0
86532,19.0
39643,47.0
53134,8.0
300998,3.0
118257,81.0
98694,25.0
310022,22477.0
66409,24.0
103897,16.0
166960,5.0
210214,3.0
262519,9.0
213086,205.0
125317,12.0
130304,156.0
90637,40.0
109298,8.0
102312,15.0
40365,4.0
257563,21.0
51648,18.0
85317,351.0
16628,16.0
217454,19.0
328639,8.0
37230,3.0
20016,38.0
179752,178.0
8248,740.0
262928,94.0
65991,13.0
216878,187.0
32466,225.0
24981,8.0
56614,1.0
120938,5.0
296717,263.0
70828,21.0
185553,8.0
1455,38.0
282995,148.0
198120,4.0
240640,346.0
286196,3.0
66158,157.0
215642,52.0
127858,4.0
286029,8.0
314986,270.0
211963,4.0
206955,4.0
97182,24.0
287724,43.0
236433,31.0
217101,66.0
295287,1.0
125602,146.0
19089,31.0
103388,25.0
194151,13.0
641,28.0
319368,17.0
22363,138.0
184399,5.0
100303,331.0
128512,66.0
304667,31.0
113005,13.0
246264,9.0
51504,65.0
150420,94.0
154508,62.0
318520,11.0
57055,1104.0
171530,71.0
236273,5.0
149779,55.0
197385,58.0
35627,1177.0
311989,50.0
210559,31.0
75622,9.0
279963,15.0
127953,39.0
156604,20.0
124488,1.0
191694,267.0
199660,7.0
193610,306.0
249295,15.0
258031,3.0
59873,68.0
182187,0.0
97634,16.0
298945,11.0
996,21.0
77533,39.0
184449,4.0
254110,47.0
283853,549.0
27703,23.0
255379,165.0
166456,292.0
194182,80.0
269372,1.0
280321,6.0
171249,225.0
21855,33.0
260518,621.0
132133,58.0
311486,61.0
83065,205.0
248712,7.0
325657,2.0
42940,3.0
62683,266.0
146075,12.0
260706,3.0
11837,2.0
39065,31.0
2691,9.0
317928,62.0
294554,674.0
327428,4.0
312017,95.0
20076,107.0
260053,32.0
221875,7.0
120673,27.0
76831,125.0
21949,9.0
213662,1.0
263446,64.0
215289,3207.0
14151,24.0
132117,7.0
286801,83.0
318404,15.0
69014,25.0
138233,6.0
79295,12.0
70001,1.0
125352,3.0
28947,37.0
157909,52.0
209790,39.0
223733,3.0
85902,44.0
243648,5.0
62875,6.0
46445,146.0
242316,20.0
216283,109.0
82156,156.0
129176,9.0
287959,35.0
17434,33.0
293955,1.0
325465,583.0
30656,41.0
295485,0.0
211082,37.0
280094,26.0
237281,122.0
311054,2.0
179227,6.0
178672,14.0
254234,2555.0
273620,7.0
19494,3.0
108363,10.0
199058,325.0
9813,37.0
297739,3.0
257185,28.0
4384,2.0
231558,0.0
88317,272.0
196409,34.0
257528,171.0
329969,7.0
209214,66.0
89560,49.0
43657,21.0
97990,24.0
228873,95.0
162328,11.0
39962,222.0
123924,42.0
198252,90.0
113496,63.0
188241,6.0
24567,101.0
101209,261.0
264708,60.0
190176,2.0
148818,13.0
55263,11.0
7809,16.0
64869,132.0
297961,49.0
170594,41.0
273662,0.0
299034,46.0
143224,8.0
119372,3.0
214668,5098.0
162642,28.0
104745,19.0
90723,3.0
47253,77.0
208902,309.0
237297,64.0
117694,88.0
95593,25.0
90746,325.0
202033,46.0
265701,33.0
213914,605.0
116836,155.0
147733,37.0
117480,3.0
133167,11.0
315234,403.0
39223,10.0
181093,23.0
241468,29.0
270428,843.0
275406,107.0
82484,12.0
202615,1326.0
301843,25.0
197911,29.0
283903,3.0
275423,481.0
217158,5.0
214775,63.0
97737,1401.0
23165,0.0
33356,5.0
240286,467.0
273533,0.0
261462,110.0
243290,0.0
236139,15.0
141329,696.0
275060,77.0
143359,196.0
257378,26.0
59538,188.0
272399,56.0
120304,28.0
170055,1.0
85318,10.0
274072,5.0
139474,1.0
282343,6.0
135290,4.0
141525,905.0
109819,17.0
120311,2.0
263399,47.0
170555,130.0
242187,624.0
243268,0.0
308672,7.0
48894,106.0
243886,6.0
83139,12.0
284997,12.0
292411,3.0
92666,1277.0
238798,200.0
148688,3848.0
148784,118.0
6290,22.0
76781,3985.0
98384,5.0
75523,14.0
65437,332.0
120764,23.0
256946,121.0
226494,15.0
195112,322.0
184384,30.0
55189,2347.0
110447,76.0
78793,446.0
244528,3.0
258704,6.0
107068,129.0
294039,46.0
99584,205.0
235724,2.0
218721,5.0
204336,8.0
247809,9.0
104288,153.0
80873,8.0
104515,177.0
192068,25.0
23037,8.0
43331,18.0
72122,5.0
106525,79.0
317879,160.0
14110,144.0
266513,5.0
126750,5.0
34892,5.0
218152,182.0
272927,27.0
294761,28.0
217315,15795.0
214621,169.0
7520,5.0
63497,8.0
213879,18.0
202262,152.0
52009,2.0
30150,1.0
287723,14.0
139833,58.0
214571,1394.0
89356,2.0
249238,3.0
279437,216.0
57938,146.0
208506,10.0
203875,8.0
19867,17.0
236192,9.0
217772,20.0
8223,89.0
278127,98.0
245340,242.0
313749,1.0
48556,3.0
231001,117.0
139344,21.0
203278,75.0
40876,119.0
168022,34.0
57610,4.0
137633,0.0
52531,55.0
141937,6.0
34158,181.0
194913,47.0
32630,3598.0
213480,9.0
78585,18.0
319070,2980.0
203510,144.0
266067,0.0
59812,34.0
253422,66.0
199184,4.0
49881,90.0
157032,11.0
65210,129.0
58696,113.0
283911,10.0
268554,2.0
171094,4.0
198160,293.0
24900,50.0
300635,3.0
164647,585.0
197047,3.0
194393,112.0
218888,62.0
55617,5615.0
140459,191.0
60431,4.0
62962,1135.0
81959,1.0
298619,15.0
315776,27.0
233589,5.0
142812,5.0
317220,14.0
190538,3.0
37891,4.0
308990,0.0
48441,42.0
224646,394.0
300759,18.0
85464,9.0
207776,3.0
226522,87.0
245577,571.0
177274,107.0
315091,14.0
26378,784.0
29921,13.0
293251,274.0
323170,7.0
11759,37.0
197589,58.0
283583,132.0
143421,10.0
237498,18.0
244569,11.0
158058,154.0
315477,75.0
241158,265.0
124247,5.0
280877,1593.0
41449,10.0
146008,14.0
40618,40.0
106301,135.0
119513,1281.0
4249,6.0
278506,17.0
140222,45.0
27109,529.0
283941,1944.0
79467,4.0
262263,3.0
216558,32.0
281757,5.0
248693,461.0
69826,1.0
126016,56.0
318161,81.0
34082,99.0
186346,17.0
202667,4.0
190817,1362.0
287404,4.0
144319,31.0
36758,15.0
313769,2.0
172207,1.0
285286,3.0
320692,6.0
94191,35.0
78231,37.0
98839,13.0
69869,71.0
146772,14.0
274392,6.0
12933,74.0
311994,174.0
160065,1.0
286717,7470.0
45399,7.0
318134,70.0
5342,25.0
108285,11.0
195832,4.0
296246,6.0
242967,926.0
165555,1.0
74803,7.0
37276,14.0
99517,2.0
200577,1.0
274893,12.0
196737,10.0
101808,5.0
285003,24.0
285193,249.0
49082,10.0
154575,11.0
151720,135.0
202850,1.0
223533,449.0
315948,177.0
133332,15.0
187526,191.0
109262,12.0
157490,9.0
109626,12.0
227683,4.0
317914,115.0
181578,63.0
309836,32.0
326814,1.0
84147,31.0
198165,327.0
221916,33.0
193002,8.0
150911,53.0
183360,4.0
318858,46.0
67589,115.0
152726,60.0
110892,11.0
191051,213.0
256742,95.0
185751,153.0
48534,3.0
194348,16.0
263287,0.0
289535,113.0
167541,115.0
293156,2.0
194453,3.0
282689,58.0
159348,0.0
264962,41.0
150705,8.0
292377,8.0
114823,297.0
126014,208.0
307392,15.0
321724,12.0
3179,41.0
193557,454.0
188098,66.0
154051,2.0
310215,111.0
235825,279.0
9631,81.0
259646,1.0
210724,9.0
114888,1.0
4150,0.0
103194,39.0
92439,33384.0
71459,4.0
181694,17.0
36315,12.0
29315,873.0
27597,500.0
265391,2.0
52727,55.0
257592,116.0
105863,14.0
280505,20.0
274753,99.0
294527,3.0
323151,139.0
207621,350.0
212694,0.0
220071,44.0
298565,3.0
56277,175.0
160690,21.0
305570,86.0
124954,35.0
13327,199.0
163522,16.0
289485,30.0
146150,5.0
39063,84.0
217145,2194.0
245678,14.0
102410,584.0
327875,220.0
180672,5.0
26357,537.0
28949,49.0
43062,119.0
132787,19.0
272878,18.0
162388,6.0
183962,3.0
305203,255.0
283602,6.0
145593,17.0
50747,22.0
217343,58.0
137696,963.0
304339,43.0
70883,59.0
138068,11.0
233575,17.0
306504,8.0
293952,60.0
23234,2.0
197004,267.0
317781,349.0
100199,11.0
127932,5.0
125704,3.0
73893,60.0
73399,181.0
328366,19.0
70452,53.0
54219,53.0
35978,11.0
40937,69.0
217185,3.0
156735,294.0
264220,3.0
12008,6.0
6434,169.0
183343,27.0
306346,11.0
32136,316.0
309034,10.0
102706,4.0
241392,10.0
82795,150.0
68277,3.0
195628,287.0
316995,0.0
224887,15.0
88267,4.0
307283,54.0
61536,0.0
101507,3.0
237021,13.0
40335,32.0
90098,2.0
88480,2.0
108522,48.0
2517,45.0
286309,6.0
305969,19.0
43227,2719.0
110115,46.0
78163,34.0
282496,304.0
60964,8.0
181223,106.0
34902,176.0
48733,10716.0
303800,18.0
163770,34.0
192341,24.0
171134,2.0
24214,4.0
254744,1.0
175574,169.0
154160,3.0
134726,23.0
216962,8.0
288548,285.0
183787,3.0
241559,5.0
41707,785.0
91293,70.0
209886,4.0
49767,72.0
164800,7.0
75858,2.0
251716,7.0
138746,117.0
250384,40.0
93824,14.0
79804,97.0
242965,29.0
244803,81.0
217173,9.0
121229,8.0
310788,11.0
178499,3.0
70836,14.0
12999,26.0
180304,102.0
258707,10.0
268354,2052.0
92229,3232.0
192870,39.0
139490,126.0
155307,0.0
22059,1833.0
187398,49.0
41808,147.0
125964,5.0
173000,4.0
81242,25.0
140828,9.0
141085,9.0
271791,4.0
96348,5.0
198869,4961.0
16366,26.0
209585,10.0
295925,31.0
251774,103.0
57700,17.0
204968,144.0
267851,5.0
23530,52.0
127219,4.0
89242,13.0
321120,45.0
253355,25.0
78864,540.0
81912,0.0
292893,11.0
245561,1.0
299299,77.0
181116,1.0
131193,2.0
152941,2246.0
269403,1.0
296745,23.0
117871,4.0
228308,32.0
171875,102.0
224715,1.0
10734,97.0
135025,56.0
239804,71.0
251673,2.0
267437,1737.0
268435,4.0
293133,111.0
40168,37.0
204024,10.0
85102,12.0
67211,33.0
163617,16.0
186778,4.0
166981,20.0
239800,161.0
145755,373.0
225798,46.0
305106,11.0
312722,1.0
243482,410.0
295025,4.0
315888,2.0
90073,128.0
98043,1.0
78235,3572.0
96486,373.0
228327,51.0
116013,69.0
9272,2.0
131732,46.0
209740,29.0
92779,267.0
170415,16.0
213781,88.0
194017,8.0
177264,9.0
213338,115.0
262060,256.0
306999,73.0
252492,144.0
243750,509.0
294525,4.0
191140,4.0
57167,13.0
216546,254.0
165343,31.0
206295,154.0
112832,45.0
219345,10.0
203860,281.0
146011,3.0
262639,6.0
2167,69.0
131619,3694.0
258234,13.0
318943,56.0
185613,71.0
315606,498.0
321456,27.0
208075,225.0
225007,60.0
116252,93.0
94542,13.0
131817,1.0
29067,84.0
269269,32.0
166919,32.0
162949,15.0
217826,4.0
130377,4.0
59274,88.0
170280,4.0
159574,360.0
230120,11.0
12073,49.0
132184,18.0
286363,57.0
93725,0.0
32252,2420.0
139346,9.0
277031,6.0
20489,12.0
239107,11.0
83605,20.0
84148,56.0
120195,15.0
8129,359.0
37157,18.0
234967,21.0
2609,25.0
73470,2.0
282799,3.0
63955,171.0
292823,77.0
45178,74.0
7409,538.0
115975,32.0
237802,62.0
126732,57.0
265876,31.0
182043,10.0
110260,20.0
296308,31.0
124977,130.0
102864,2.0
286699,2549.0
58017,1.0
297787,300.0
268289,1.0
233972,338.0
228001,10.0
248065,3.0
193114,8.0
71488,34.0
84536,1.0
156282,3729.0
336,52.0
96697,80.0
60041,45.0
301075,75.0
285110,19.0
63657,0.0
295487,7.0
91215,201.0
13201,214.0
219025,58.0
56273,7.0
55459,7.0
78459,63.0
84221,26.0
126182,2.0
137112,4048.0
227419,680.0
109490,26.0
188448,3.0
150706,3.0
170027,65.0
115753,16.0
135519,75.0
164700,4209.0
247546,34.0
99701,242.0
165187,18.0
188077,165.0
310495,34.0
129780,4501.0
20616,15.0
222347,22.0
170186,31.0
192408,207.0
101353,163.0
329659,1.0
2059,144.0
240862,2.0
282340,59.0
270583,4.0
98907,207.0
193877,22.0
244027,40.0
315297,3134.0
281352,2786.0
159076,928.0
218064,34.0
144485,32.0
145596,92.0
203813,11.0
114908,11.0
275536,15.0
146880,5.0
64097,5.0
281787,7.0
221646,1204.0
202763,135.0
271291,53.0
192622,16.0
225737,6.0
188693,50.0
296652,8.0
245962,43.0
270311,1.0
167294,174.0
25638,69.0
263920,35.0
249282,78.0
269945,28.0
120593,891.0
203690,20.0
276227,170.0
211318,10.0
93420,63.0
168885,151.0
211460,331.0
194184,35.0
146336,19.0
142393,20.0
276484,543.0
